CustomerName,CustomerPhone,DueDate,GovId,Id,InterestRate,MetalType,PrincipalAmount,ProductDescription,Purity,StartDate,Status,TotalRepaid,Weight
Rekha Modi,9476398704,2026-08-06,636U86IZBM,L-02317,1.82,GOLD,175375,Gold Bracelet,22K,2025-07-31,ACTIVE,31482,23.42
Priya Bose,9477357390,2026-08-23,YSZY6HZ1IS,L-02318,1.00,GOLD,106335,Gold Earrings,22K,2024-02-20,OVERDUE,30855,30.91
Ravi Gupta,9605016263,2025-01-05,4LVHZS06DT,L-02319,0.94,GOLD,350356,Gold Ring,22K,2024-01-11,OVERDUE,159422,15.33
Kavita Desai,9554565713,2025-06-16,3D529B9EBZ,L-02320,0.56,GOLD,300928,Gold Ring,22K,2025-03-12,ACTIVE,2156,16.75
Gaurav Pillai,9988624684,2026-06-13,8PM49RM0I6,L-02321,2.28,GOLD,271450,Gold Necklace Set,22K,2023-03-06,OVERDUE,94654,12.18
Rajesh Sharma,9529898531,2025-08-31,I9XWPXNRYT,L-02322,0.93,GOLD,445229,Gold Chain (Man),22K,2025-08-30,CLOSED,191445,5.55
Vikram Shah,9794135438,2026-02-05,RYLVSSM9KJ,L-02323,1.70,GOLD,413935,Gold Bracelet,22K,2023-06-20,OVERDUE,166964,4.21
Sanjay Iyer,9750379919,2025-10-09,439SM5MGQW,L-02324,2.18,GOLD,219206,Gold Bracelet,22K,2025-09-09,OVERDUE,15394,26.64
Neha Gupta,9431664025,2025-07-17,PQENY2XYBV,L-02325,2.24,GOLD,402469,Gold Chain (Man),22K,2024-11-03,ACTIVE,154273,31.46
Sanjay Patel,9714822759,2026-03-29,X79DGCZU3O,L-02326,0.55,GOLD,141234,Gold Bracelet,22K,2025-04-05,ACTIVE,61471,3.95
Priya Sharma,9698543293,2026-09-04,MRV16P0GSU,L-02327,2.29,GOLD,299299,Gold Bangles (4 pcs),22K,2024-09-20,ACTIVE,32345,6.37
Priya Chopra,9608773827,2026-02-15,7TV124E4YQ,L-02328,0.58,GOLD,262758,Gold Necklace Set,22K,2023-10-13,CLOSED,126943,19.54
Sanjay Patel,9744309812,2025-03-21,UJ0Q0QA72M,L-02329,1.68,GOLD,62759,Gold Necklace Set,22K,2024-10-22,CLOSED,20489,13.24
Amit Singh,9253058256,2026-07-05,NH62P4N2IQ,L-02330,1.33,GOLD,374875,Gold Chain (Man),22K,2025-08-02,OVERDUE,136831,25.6
Pooja Sharma,9607598232,2025-02-20,480VTZLQY3,L-02331,1.80,GOLD,48703,Gold Bangles (4 pcs),22K,2023-01-20,ACTIVE,21538,18.03
Arun Desai,9575538319,2025-11-14,5K88F54N1I,L-02332,2.36,GOLD,106516,Gold Ring,22K,2025-02-03,ACTIVE,9746,25.43
Manoj Nair,9314000477,2025-05-16,6T3EB9YYNB,L-02333,2.42,GOLD,343574,Gold Bangles (4 pcs),22K,2023-05-28,ACTIVE,94088,21.93
Gaurav Agarwal,9923198546,2025-05-10,V1KAAFDUHJ,L-02334,1.49,GOLD,120764,Gold Ring,22K,2023-12-04,ACTIVE,27158,24.73
Sita Das,9686618678,2026-12-16,LG414EB36Z,L-02335,1.45,GOLD,487788,Gold Bangles (4 pcs),22K,2025-08-29,ACTIVE,143546,18.39
Anita Sharma,9980288913,2025-04-21,DRA1QVFG3M,L-02336,0.87,GOLD,159311,Gold Ring,22K,2025-04-26,OVERDUE,64737,11.46
Pooja Kumar,9919241268,2026-09-10,NRCB1N6S5Y,L-02337,1.83,GOLD,79261,Gold Ring,22K,2025-07-30,ACTIVE,34842,27.21
Anita Verma,9177010723,2026-07-11,9HP9L6KCQ6,L-02338,2.03,GOLD,336136,Gold Necklace Set,22K,2024-01-16,ACTIVE,141981,18.31
Rekha Jain,9402631225,2025-06-20,WIJMRGJ3ZZ,L-02339,2.29,GOLD,211167,Gold Chain (Man),22K,2023-04-26,ACTIVE,20650,17.66
Ashok Jain,9718648384,2026-02-23,UC7DRJE92F,L-02340,1.47,GOLD,11108,Gold Bangles (4 pcs),22K,2023-12-17,ACTIVE,5004,25.4
Swati Jain,9786287684,2026-09-04,9ZZIKNNTMW,L-02341,1.91,GOLD,54629,Gold Necklace Set,22K,2023-09-10,ACTIVE,8154,19.22
Arun Pillai,9845368484,2025-10-08,QZ6XSYXRYE,L-02342,1.14,GOLD,45509,Gold Bracelet,22K,2024-02-14,ACTIVE,11829,8.86
Anita Das,9316274441,2025-11-19,YLQ8TMAE90,L-02343,0.67,GOLD,128840,Gold Bangles (4 pcs),22K,2025-01-08,ACTIVE,5226,14.86
Lata Mehta,9518305732,2025-07-13,ZSFUKPHNVS,L-02344,2.43,GOLD,220015,Gold Ring,22K,2023-05-15,CLOSED,96624,25.94
Manoj Reddy,9735155495,2026-07-15,FB050T6L03,L-02345,1.95,GOLD,243733,Gold Bangles (4 pcs),22K,2023-05-13,CLOSED,69375,26.4
Rohit Singh,9117349003,2025-05-23,93XU07RBXN,L-02346,2.13,GOLD,245301,Gold Necklace Set,22K,2025-04-27,ACTIVE,56122,6.91
Meena Reddy,9520754589,2026-10-29,XUKJ34DI39,L-02347,2.34,GOLD,275806,Gold Bangles (4 pcs),22K,2023-03-05,ACTIVE,14897,24.24
Anita Desai,9955956646,2025-10-23,PSGY8VPXXO,L-02348,0.52,GOLD,418931,Gold Bracelet,22K,2025-09-17,ACTIVE,140915,8.92
Suresh Das,9194691352,2025-10-22,J7ZJADO371,L-02349,1.64,GOLD,491759,Gold Bangles (4 pcs),22K,2023-12-03,ACTIVE,172964,16.37
Suresh Nair,9467388501,2026-03-28,JIAQIOJS6C,L-02350,1.32,GOLD,449774,Gold Ring,22K,2023-12-26,ACTIVE,203741,23.3
Priya Kumar,9830908572,2025-01-01,UNT6L5M79H,L-02351,1.31,GOLD,145101,Gold Bracelet,22K,2024-10-31,OVERDUE,3758,14.34
Lata Mehta,9104662192,2025-08-06,OB0U7ZFOI9,L-02352,1.36,GOLD,495390,Gold Earrings,22K,2024-11-01,CLOSED,95325,20.83
Priya Verma,9655403160,2026-03-17,W0TZQF4E72,L-02353,2.39,GOLD,16521,Gold Earrings,22K,2025-12-08,ACTIVE,1014,3.74
Rohit Patel,9749191226,2025-07-17,VI0J6FS32U,L-02354,1.41,GOLD,101114,Gold Bracelet,22K,2025-01-25,OVERDUE,4357,8.96
Pooja Kumar,9734090091,2025-11-12,YVFGZIQZXX,L-02355,2.06,GOLD,404141,Gold Chain (Man),22K,2024-09-03,OVERDUE,197105,28.47
Meena Desai,9743775303,2025-06-10,4G05XG053T,L-02356,2.47,GOLD,227321,Gold Chain (Man),22K,2023-03-05,ACTIVE,32001,13.9
Vikram Singh,9104134103,2025-07-04,6NXZG09JSE,L-02357,1.45,GOLD,342698,Gold Bracelet,22K,2024-03-13,ACTIVE,161681,5.79
Deepak Nair,9661368662,2026-12-14,XEGETSPUWY,L-02358,1.90,GOLD,405779,Gold Necklace Set,22K,2025-09-12,OVERDUE,58513,3.15
Ashok Pillai,9719769023,2025-10-18,GBWWU4EADK,L-02359,1.87,GOLD,406342,Gold Necklace Set,22K,2024-09-14,ACTIVE,80604,10.02
Sanjay Chopra,9169755905,2025-03-12,U4ZIGGIA36,L-02360,0.71,GOLD,16015,Gold Chain (Man),22K,2024-01-22,ACTIVE,407,16.73
Rekha Desai,9383182208,2025-02-16,WZ4C41E3T9,L-02361,1.86,GOLD,322441,Gold Bangles (4 pcs),22K,2024-08-02,ACTIVE,41084,30.13
Nitin Chopra,9416395370,2026-01-02,PVRB2QJ5XJ,L-02362,2.37,GOLD,422591,Gold Bracelet,22K,2025-04-05,ACTIVE,81706,16.79
Manoj Chopra,9955533110,2026-07-07,9ACWMV7LUN,L-02363,1.29,GOLD,104905,Gold Bracelet,22K,2025-04-10,CLOSED,9328,4.17
Meena Chopra,9379517868,2025-09-17,EL6YTMF18J,L-02364,1.25,GOLD,49245,Gold Bangles (4 pcs),22K,2023-07-13,ACTIVE,897,12.96
Sunita Agarwal,9484420005,2025-10-25,MC5UNAVM3N,L-02365,1.71,GOLD,349635,Gold Bangles (4 pcs),22K,2025-02-17,ACTIVE,66838,29.85
Rajesh Trivedi,9413271016,2025-11-02,CKTYCMF4FJ,L-02366,1.93,GOLD,40780,Gold Necklace Set,22K,2025-09-13,ACTIVE,16996,14.22
Rekha Jain,9527905100,2025-12-14,KB5A30JUD8,L-02367,2.05,GOLD,443269,Gold Necklace Set,22K,2025-02-06,CLOSED,38608,7.96
Lata Nair,9879498341,2026-02-16,YMEZBUKZX4,L-02368,0.74,GOLD,79541,Gold Earrings,22K,2025-04-17,ACTIVE,5932,12.64
Lata Trivedi,9736048078,2026-10-23,F5V3SV0GDU,L-02369,2.12,GOLD,365557,Gold Earrings,22K,2025-04-06,OVERDUE,77359,5.56
Rekha Nair,9800340976,2026-09-04,XL4LEG4AH2,L-02370,1.26,GOLD,234027,Gold Ring,22K,2024-01-19,ACTIVE,74311,19.2
Anjali Desai,9146072317,2026-06-25,NEWSUEYTAM,L-02371,1.81,GOLD,93595,Gold Ring,22K,2023-06-24,OVERDUE,27101,9.79
Pooja Pillai,9102864641,2026-05-08,TSG75B2D9S,L-02372,1.77,GOLD,57667,Gold Bangles (4 pcs),22K,2024-02-04,ACTIVE,1159,2.58
Meena Mehta,9799830880,2026-03-13,Z545Z1SKIT,L-02373,2.43,GOLD,189098,Gold Bangles (4 pcs),22K,2025-05-25,ACTIVE,26890,15.21
Meena Singh,9143198728,2025-07-01,XNCJRC268U,L-02374,0.71,GOLD,153413,Gold Earrings,22K,2023-11-09,OVERDUE,46178,17.2
Sunita Gupta,9723823085,2025-03-17,YFDNC38B4B,L-02375,1.66,GOLD,343303,Gold Ring,22K,2023-09-09,ACTIVE,108166,11.84
Rekha Jain,9503523030,2026-09-26,MNZLRL84B5,L-02376,2.24,GOLD,330618,Gold Chain (Man),22K,2024-06-04,ACTIVE,122329,21.36
Anjali Iyer,9257312680,2025-07-24,VMDZV2TYMN,L-02377,0.59,GOLD,417926,Gold Bracelet,22K,2024-09-21,OVERDUE,40691,8.51
Sanjay Das,9191484349,2026-02-03,6D8Q016575,L-02378,0.58,GOLD,179167,Gold Earrings,22K,2023-10-21,CLOSED,57847,21.67
Priya Modi,9204468146,2026-07-01,DMKJB1BFBN,L-02379,2.13,GOLD,169937,Gold Necklace Set,22K,2024-12-07,ACTIVE,21635,10.42
Swati Desai,9395719589,2025-11-06,28QNFGVEZ0,L-02380,1.89,GOLD,285006,Gold Bangles (4 pcs),22K,2023-05-16,ACTIVE,127265,16.02
Vikram Patel,9930179235,2025-07-04,HJQI4RRIPE,L-02381,1.69,GOLD,254129,Gold Necklace Set,22K,2025-03-26,OVERDUE,62181,31.66
Ravi Reddy,9599958723,2026-05-15,8O0P2I4K1C,L-02382,1.67,GOLD,300450,Gold Necklace Set,22K,2025-04-03,ACTIVE,140994,31.55
Rajesh Singh,9639076074,2025-02-08,RMZVBYYS46,L-02383,1.46,GOLD,383510,Gold Chain (Man),22K,2025-03-01,ACTIVE,92832,22.5
Gaurav Desai,9266100680,2026-02-24,DA2S3BK788,L-02384,0.69,GOLD,167465,Gold Earrings,22K,2025-05-12,CLOSED,82141,29.5
Ashok Chopra,9171883184,2025-12-07,VPT17UHN0X,L-02385,2.02,GOLD,251812,Gold Bracelet,22K,2024-08-25,ACTIVE,8776,13.77
Pooja Singh,9715616199,2025-11-30,Y1VNQL44RD,L-02386,0.98,GOLD,387395,Gold Ring,22K,2025-07-27,ACTIVE,30598,10.8
Pooja Nair,9779995888,2025-12-22,G4JZXGXB69,L-02387,2.33,GOLD,452946,Gold Ring,22K,2025-03-11,ACTIVE,128348,26.78
Ashok Jain,9785230767,2025-03-25,Z9ZBMLAJPE,L-02388,1.52,GOLD,212625,Gold Bangles (4 pcs),22K,2025-05-25,OVERDUE,38369,28.49
Nitin Verma,9151070830,2026-07-18,FIQXCR5ZXY,L-02389,0.71,GOLD,439672,Gold Chain (Man),22K,2023-07-07,ACTIVE,31842,10.41
Ravi Pillai,9772038975,2026-07-03,I05UDYYJM5,L-02390,0.68,GOLD,484455,Gold Bangles (4 pcs),22K,2025-11-05,ACTIVE,149183,5.55
Manoj Gupta,9381272360,2026-09-29,260NXPV486,L-02391,1.89,GOLD,311188,Gold Bangles (4 pcs),22K,2025-06-13,CLOSED,52359,21.39
Ravi Desai,9718874770,2026-02-04,JUFXGAGX5O,L-02392,1.78,GOLD,432809,Gold Chain (Man),22K,2025-12-02,OVERDUE,117160,31.65
Kavita Iyer,9748587194,2025-11-01,ZTMU6XYL10,L-02393,2.49,GOLD,260716,Gold Ring,22K,2023-08-25,OVERDUE,125478,4.31
Suresh Kumar,9233206396,2025-10-15,F7JWQGBMLH,L-02394,1.38,GOLD,238096,Gold Ring,22K,2025-05-26,ACTIVE,36945,11.84
Sita Shah,9816815984,2025-06-17,23YTIGJFL5,L-02395,2.39,GOLD,145112,Gold Earrings,22K,2025-05-14,ACTIVE,41090,5.32
Ravi Desai,9627549320,2026-11-11,QJYL7MRJN8,L-02396,1.94,GOLD,371931,Gold Chain (Man),22K,2023-05-26,ACTIVE,164422,25.74
Nitin Bose,9741211412,2025-02-19,8KF44QU4T4,L-02397,1.91,GOLD,440597,Gold Ring,22K,2024-03-08,OVERDUE,188121,16.05
Rekha Sharma,9526098576,2025-05-24,0R8PUPFJBV,L-02398,1.59,GOLD,224207,Gold Bracelet,22K,2025-10-18,ACTIVE,86065,9.58
Lata Singh,9531567071,2026-07-24,Q26RHPKGJW,L-02399,2.46,GOLD,380461,Gold Chain (Man),22K,2023-03-15,ACTIVE,30879,12.09
Anjali Kumar,9279902979,2026-03-01,R5N726PBZU,L-02400,2.04,GOLD,438141,Gold Chain (Man),22K,2024-07-02,ACTIVE,49694,14.22
Neha Reddy,9570590416,2025-03-03,KUPVVFT66K,L-02401,1.55,GOLD,430050,Gold Necklace Set,22K,2023-11-26,CLOSED,87731,8.08
Arun Patel,9744263597,2025-06-28,XA57PILYEA,L-02402,1.83,GOLD,227541,Gold Necklace Set,22K,2023-05-12,ACTIVE,97427,31.72
Rajesh Verma,9688378581,2025-08-27,P0JK5IQKS7,L-02403,0.99,GOLD,457651,Gold Chain (Man),22K,2025-09-02,OVERDUE,25828,4.03
Swati Chopra,9761356097,2026-12-14,EY1ADVPWDP,L-02404,1.76,GOLD,257101,Gold Ring,22K,2024-07-20,ACTIVE,828,12.16
Sita Nair,9435424487,2026-06-13,5FAY3JARQA,L-02405,1.49,GOLD,321039,Gold Bracelet,22K,2024-08-17,ACTIVE,140880,21.37
Neha Nair,9279628653,2026-08-22,UXU95WIP8P,L-02406,2.41,GOLD,364553,Gold Chain (Man),22K,2023-07-21,OVERDUE,19903,18.88
Neha Das,9384100011,2025-02-19,5BNQG1R8EP,L-02407,0.91,GOLD,135370,Gold Earrings,22K,2023-07-04,OVERDUE,25547,9.14
Vikram Das,9693279049,2025-09-12,VAQACIIP57,L-02408,1.62,GOLD,229719,Gold Bangles (4 pcs),22K,2025-06-04,ACTIVE,48750,8.24
Sanjay Kumar,9324502617,2025-12-03,E6R25IW873,L-02409,1.81,GOLD,385452,Gold Earrings,22K,2023-01-04,CLOSED,59563,4.7
Swati Das,9255243321,2025-12-09,7QNPKASNSG,L-02410,1.54,GOLD,446757,Gold Ring,22K,2024-04-09,OVERDUE,66259,30.07
Anita Das,9305009308,2026-04-21,8LUG14UPPV,L-02411,1.12,GOLD,192200,Gold Necklace Set,22K,2023-08-22,CLOSED,78957,5.69
Deepak Mehta,9188167222,2026-12-01,IE0O0HAKVF,L-02412,1.16,GOLD,316488,Gold Necklace Set,22K,2023-07-23,ACTIVE,92863,11.01
Swati Modi,9502853412,2026-11-12,2NSBIRMJ8B,L-02413,0.51,GOLD,289657,Gold Chain (Man),22K,2023-01-13,OVERDUE,129474,23.9
Sanjay Shah,9681611954,2026-03-17,QW9LAFT8NT,L-02414,1.43,GOLD,377469,Gold Bracelet,22K,2023-05-03,CLOSED,140587,20.74
Lata Chopra,9245439906,2025-02-21,BIGXWXB5HM,L-02415,1.85,GOLD,218536,Gold Bracelet,22K,2023-02-10,CLOSED,100432,8.63
Ashok Iyer,9841194745,2025-01-31,JY3MQ75P5H,L-02416,1.63,GOLD,497158,Gold Earrings,22K,2023-10-12,ACTIVE,118371,12.97
Ravi Sharma,9705584887,2025-09-10,XUYPF6NSHU,L-02417,1.67,GOLD,282403,Gold Necklace Set,22K,2025-10-03,OVERDUE,65835,5.07
Kavita Verma,9384135481,2025-06-16,E5T1G96MTX,L-02418,2.35,GOLD,423419,Gold Bangles (4 pcs),22K,2024-01-25,ACTIVE,109731,31.8
Anjali Mehta,9265783648,2025-07-17,AAZ8KDRN2H,L-02419,2.21,GOLD,435818,Gold Bangles (4 pcs),22K,2023-08-29,ACTIVE,204576,25.96
Anita Gupta,9644388048,2026-05-01,1MC0QBSXR6,L-02420,1.05,GOLD,274386,Gold Ring,22K,2024-02-22,OVERDUE,23339,8.11
Priya Modi,9996525306,2026-03-10,0CC42UEVTM,L-02421,1.93,GOLD,405410,Gold Chain (Man),22K,2025-09-18,ACTIVE,174418,24.04
Priya Patel,9670216782,2026-02-13,IP2R5QWTDL,L-02422,1.68,GOLD,250858,Gold Ring,22K,2024-06-23,ACTIVE,29113,31.41
Priya Kumar,9457887409,2026-03-09,C1W24P2TP9,L-02423,1.40,GOLD,397263,Gold Earrings,22K,2025-09-30,OVERDUE,187324,3.36
Priya Verma,9132155237,2026-05-15,X0ZNMY5UT6,L-02424,0.66,GOLD,275565,Gold Bangles (4 pcs),22K,2023-09-30,ACTIVE,2838,12.39
Priya Jain,9772328839,2026-10-23,63ENFXM41U,L-02425,1.70,GOLD,59356,Gold Ring,22K,2025-02-07,ACTIVE,22282,25.01
Rohit Trivedi,9242190226,2026-02-23,U9S470S6TM,L-02426,2.41,GOLD,490933,Gold Necklace Set,22K,2025-11-30,CLOSED,32889,24.72
Deepak Agarwal,9363855306,2026-11-28,7C1UVLKAL1,L-02427,1.16,GOLD,344555,Gold Necklace Set,22K,2023-08-22,CLOSED,9932,30.95
Priya Jain,9703036941,2025-10-12,KSU4FRF0VR,L-02428,0.86,GOLD,57888,Gold Ring,22K,2024-05-14,ACTIVE,22162,7.43
Rajesh Modi,9323356950,2025-12-20,7WBCZ4KU95,L-02429,0.52,GOLD,499473,Gold Chain (Man),22K,2024-01-17,OVERDUE,85152,4.85
Neha Chopra,9341885175,2026-08-18,8US4Z9V4JM,L-02430,1.16,GOLD,482209,Gold Necklace Set,22K,2024-06-14,CLOSED,209910,14.69
Deepak Desai,9360448742,2025-07-06,DL80GPGAN0,L-02431,1.73,GOLD,140593,Gold Chain (Man),22K,2023-03-14,OVERDUE,1505,23.27
Gaurav Gupta,9403660154,2026-04-27,UR7BWEODST,L-02432,1.40,GOLD,304622,Gold Necklace Set,22K,2025-02-18,ACTIVE,121229,31.46
Suresh Modi,9810081488,2026-03-04,34TWO62KCJ,L-02433,1.43,GOLD,321569,Gold Ring,22K,2023-11-07,OVERDUE,56143,20.24
Kavita Mehta,9868716789,2026-11-08,41L0S2D0UQ,L-02434,2.32,GOLD,353243,Gold Necklace Set,22K,2025-03-21,ACTIVE,53909,18.25
Anjali Singh,9313093509,2025-10-26,KRU61W02JU,L-02435,0.66,GOLD,167727,Gold Bangles (4 pcs),22K,2024-03-20,ACTIVE,82635,21.36
Rekha Desai,9951094658,2026-12-23,O62M9JRB3G,L-02436,1.45,GOLD,381245,Gold Earrings,22K,2024-03-17,ACTIVE,184200,22.93
Rajesh Chopra,9183778124,2025-05-28,1G7Y5BG8YB,L-02437,1.06,GOLD,187758,Gold Necklace Set,22K,2023-01-04,ACTIVE,27509,21.88
Ravi Mehta,9556686412,2025-12-23,D9Y3QU7KNP,L-02438,0.83,GOLD,437261,Gold Necklace Set,22K,2025-11-27,ACTIVE,55138,13.95
Anita Pillai,9161779779,2026-02-06,0HCM5L2OHS,L-02439,0.82,GOLD,443688,Gold Earrings,22K,2025-10-11,ACTIVE,48222,25
Sita Bose,9830333842,2025-05-07,1LK7YVANQB,L-02440,2.38,GOLD,29182,Gold Chain (Man),22K,2025-05-22,ACTIVE,3657,28.25
Ravi Modi,9214688937,2025-05-13,LQ0WLN1BKX,L-02441,0.76,GOLD,268743,Gold Bangles (4 pcs),22K,2025-06-15,ACTIVE,71611,3.18
Nitin Shah,9997882843,2026-10-22,KEWQ4PP63A,L-02442,1.43,GOLD,268867,Gold Bracelet,22K,2025-06-10,ACTIVE,87933,15.71
Arun Singh,9185911543,2026-05-09,GI137XRSUE,L-02443,1.36,GOLD,381904,Gold Bangles (4 pcs),22K,2023-07-07,ACTIVE,181123,26.1
Gaurav Pillai,9932548163,2026-08-17,0WBM5O2X7Z,L-02444,0.93,GOLD,124214,Gold Earrings,22K,2025-03-04,CLOSED,46546,9.29
Swati Agarwal,9661109725,2026-09-20,9PLAVVTEYB,L-02445,0.61,GOLD,133733,Gold Ring,22K,2024-10-06,ACTIVE,26860,31.55
Ravi Modi,9414555385,2025-07-31,ZPMZWRZZ7C,L-02446,2.50,GOLD,340591,Gold Earrings,22K,2023-06-21,CLOSED,63706,19.23
Amit Das,9474563419,2025-01-26,38UVUWLR0X,L-02447,1.51,GOLD,47255,Gold Bangles (4 pcs),22K,2024-05-01,ACTIVE,22772,12.32
Gaurav Agarwal,9973299880,2025-01-19,EXIBFE9XF1,L-02448,2.23,GOLD,324483,Gold Earrings,22K,2025-09-15,ACTIVE,88635,24.96
Manoj Sharma,9945638231,2025-10-03,CJUM43PDAZ,L-02449,2.24,GOLD,52029,Gold Bangles (4 pcs),22K,2024-09-21,ACTIVE,22730,26.54
Deepak Verma,9923037366,2026-02-19,HIMJTTLM0T,L-02450,1.94,GOLD,34062,Gold Earrings,22K,2025-12-30,ACTIVE,6968,20.96
Kavita Patel,9129914065,2025-05-20,MBNA4D3H5Y,L-02451,0.69,GOLD,153845,Gold Bracelet,22K,2024-07-28,OVERDUE,16683,31.77
Vikram Bose,9677290420,2025-08-05,O2V2GOBEJD,L-02452,1.64,GOLD,276783,Gold Earrings,22K,2025-12-15,CLOSED,129031,22.24
Rekha Nair,9326590575,2026-11-18,UB88GY12N7,L-02453,1.28,GOLD,141482,Gold Ring,22K,2025-07-05,ACTIVE,34430,24.22
Anjali Pillai,9211612649,2026-03-22,VITR98H292,L-02454,2.29,GOLD,221182,Gold Ring,22K,2025-05-06,ACTIVE,78362,14.99
Pooja Reddy,9561649553,2025-12-27,IV1HOGWVHO,L-02455,1.31,GOLD,461639,Gold Earrings,22K,2025-03-31,ACTIVE,112832,15.55
Priya Verma,9379392876,2026-03-25,JF1WSCRTZ8,L-02456,2.48,GOLD,155359,Gold Ring,22K,2025-03-03,OVERDUE,20685,6.37
Vikram Reddy,9287943404,2026-11-16,Y83GR4KIH7,L-02457,2.15,GOLD,193956,Gold Necklace Set,22K,2025-02-20,OVERDUE,63712,29.56
Ashok Gupta,9536417217,2025-09-30,Y313CWOP3V,L-02458,0.88,GOLD,311971,Gold Chain (Man),22K,2023-05-05,CLOSED,91920,27.24
Anita Iyer,9777819316,2025-10-07,QEWM5G0W3I,L-02459,1.11,GOLD,416241,Gold Necklace Set,22K,2025-08-07,OVERDUE,83991,3.97
Rekha Pillai,9872510273,2026-03-06,S3FTUK13QM,L-02460,1.30,GOLD,213459,Gold Ring,22K,2023-11-27,CLOSED,17196,3.12
Pooja Trivedi,9700631729,2026-07-08,5VTEQLMIGT,L-02461,1.14,GOLD,204853,Gold Chain (Man),22K,2025-11-21,ACTIVE,27386,2.03
Anjali Chopra,9926461094,2026-04-20,A7P4XXTNYE,L-02462,1.83,GOLD,24050,Gold Bracelet,22K,2025-10-03,ACTIVE,6020,20
Sanjay Kumar,9470924440,2026-05-02,GXIPZWB4JR,L-02463,1.74,GOLD,487798,Gold Ring,22K,2025-10-24,ACTIVE,100796,3.88
Kavita Chopra,9948979660,2026-09-19,QQHIAKCY2W,L-02464,1.23,GOLD,199454,Gold Bangles (4 pcs),22K,2025-09-24,ACTIVE,81754,25.16
Vikram Trivedi,9442457433,2025-06-07,ICSUL9MRAC,L-02465,0.53,GOLD,205973,Gold Bracelet,22K,2024-01-09,OVERDUE,87416,30.98
Nitin Verma,9794742291,2026-09-20,KV6PW02XYQ,L-02466,0.55,GOLD,361265,Gold Bangles (4 pcs),22K,2024-07-04,OVERDUE,170004,13.91
Manoj Sharma,9887920315,2025-09-02,KGEG80U6MU,L-02467,2.02,GOLD,159387,Gold Ring,22K,2025-07-26,CLOSED,50978,29.24
Vikram Sharma,9904996578,2026-10-20,HGRN2XYMET,L-02468,1.69,GOLD,194401,Gold Chain (Man),22K,2025-01-27,CLOSED,10647,22.38
Lata Shah,9635147811,2026-12-28,1YQ39SO5GD,L-02469,1.78,GOLD,25908,Gold Ring,22K,2025-01-10,ACTIVE,5519,10.28
Sunita Jain,9651181040,2026-11-19,WWG3BK9NLP,L-02470,1.06,GOLD,145786,Gold Necklace Set,22K,2025-11-23,OVERDUE,62132,4.55
Priya Sharma,9270957000,2025-03-21,Q7AZSAY18G,L-02471,2.08,GOLD,67629,Gold Bracelet,22K,2023-11-05,ACTIVE,16621,3.46
Sita Nair,9301934864,2026-01-10,Q3V2WDGBAI,L-02472,1.77,GOLD,74689,Gold Necklace Set,22K,2023-08-01,CLOSED,27382,14.68
Manoj Verma,9796466527,2026-02-17,KX8H6C8J3L,L-02473,1.57,GOLD,468585,Gold Chain (Man),22K,2025-09-25,ACTIVE,153389,13.1
Neha Modi,9602374699,2026-09-24,KFF8V42OHK,L-02474,0.99,GOLD,209468,Gold Chain (Man),22K,2024-03-12,ACTIVE,31755,26.08
Nitin Kumar,9188053482,2025-11-11,HOYY1GGK0O,L-02475,0.86,GOLD,461343,Gold Bangles (4 pcs),22K,2025-06-15,ACTIVE,68737,3.32
Lata Agarwal,9158281116,2025-06-23,NW05UQMAT7,L-02476,0.99,GOLD,216990,Gold Ring,22K,2025-05-17,OVERDUE,6910,28.02
Deepak Iyer,9386199005,2026-06-03,HTIZTCK7AV,L-02477,2.16,GOLD,212378,Gold Chain (Man),22K,2023-05-13,ACTIVE,85408,10.27
Arun Nair,9956911479,2025-11-24,X2FZUWZSC7,L-02478,2.46,GOLD,455859,Gold Necklace Set,22K,2025-03-08,OVERDUE,165460,30.31
Ashok Iyer,9952257642,2026-10-09,3XJT66E7F7,L-02479,2.22,GOLD,158247,Gold Necklace Set,22K,2024-07-24,ACTIVE,38937,12.86
Lata Chopra,9918106594,2025-09-20,CQBQCMDSWT,L-02480,1.22,GOLD,200174,Gold Chain (Man),22K,2024-03-13,CLOSED,77044,13.41
Pooja Das,9495688868,2026-03-04,GD3VOSEUO5,L-02481,2.46,GOLD,228768,Gold Bracelet,22K,2023-02-15,ACTIVE,90199,14.6
Meena Singh,9718346093,2025-05-28,F1J4GV95V7,L-02482,0.67,GOLD,239925,Gold Earrings,22K,2023-10-16,ACTIVE,42482,4.25
Anita Jain,9348247850,2026-01-09,CQ7XAOEBMH,L-02483,0.98,GOLD,97431,Gold Bracelet,22K,2024-07-30,ACTIVE,2766,31.45
Kavita Jain,9925725204,2025-11-20,3SIMQWUBUY,L-02484,1.17,GOLD,459115,Gold Bangles (4 pcs),22K,2024-09-17,ACTIVE,166994,25.72
Vikram Bose,9553288679,2025-03-27,UEV12E0ZC9,L-02485,1.61,GOLD,78152,Gold Bangles (4 pcs),22K,2023-01-30,ACTIVE,8265,8.01
Amit Jain,9143550855,2025-04-22,H5UYG4V8SZ,L-02486,2.49,GOLD,118889,Gold Bracelet,22K,2025-01-27,CLOSED,25559,26.38
Pooja Pillai,9708396886,2026-09-06,5DMLIY9MWX,L-02487,1.33,GOLD,485270,Gold Chain (Man),22K,2025-07-06,ACTIVE,74138,20.16
